cell	X	Y	d1h1	d1h2	d1h3	d1h4	d1h5	d1h6	d1h7	d1h8	d1h9	d1h10	d1h11	d1h12	d1h13	d1h14	d1h15	d1h16	d1h17	d1h18	d1h19	d1h20	d1h21	d1h22	d1h23	d2h1	d2h2	d2h3	d2h4	d2h5	d2h6	d2h7	d2h8	d2h9	d2h10	d2h11	d2h12	d2h13	d2h14	d2h15	d2h16	d2h17	d2h18	d2h19	d2h20	d2h21	d2h22	d2h23	d2h24	d3h1	d3h2	d3h3	d3h4	d3h5	d3h6	d3h7	d3h8	d3h9	d3h10	d3h11	d3h12	d3h13	d3h14	d3h15	d3h16	d3h17	d3h18	d3h19	d3h20	d3h21	d3h22	d3h23
361	544250	410250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
362	544250	410750	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
363	544250	411250	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	4	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
364	544250	411750	0	0	0	2	3	1	0	0	1	1	1	0	1	2	0	0	1	1	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
365	544250	412250	0	0	0	2	1	1	0	0	0	0	0	0	1	3	0	0	0	0	4	0	0	2	0	1	0	1	0	3	1	1	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
366	544250	412750	0	0	0	0	1	1	2	0	0	2	0	0	0	1	1	2	0	0	0	1	1	0	1	0	2	3	4	4	6	2	0	1	0	5	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0
367	544250	413250	0	0	1	2	0	0	1	1	0	0	0	1	0	1	2	1	1	0	3	2	0	2	0	1	0	7	13	3	4	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0
368	544250	413750	0	0	0	3	4	4	1	0	0	2	1	3	0	4	1	0	0	1	0	2	0	0	3	1	1	2	3	5	2	5	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0
369	544250	414250	1	0	0	1	4	3	0	4	1	2	0	2	1	3	5	2	1	2	2	1	2	5	6	4	2	5	6	5	9	2	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	2	2	2	0	0	0	1	0
370	544250	414750	1	1	0	2	2	4	0	2	0	1	4	1	2	3	3	3	3	0	4	1	1	8	8	9	1	8	14	8	11	4	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0
371	544250	415250	2	0	1	1	3	1	2	0	0	0	1	1	5	5	3	4	2	5	7	2	0	7	3	5	9	10	13	12	12	12	1	1	3	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	2	1	0	2	0	3	0	0	0	0	0	0	0
372	544250	415750	1	0	2	1	2	1	3	0	1	2	4	1	2	3	3	2	1	2	3	2	1	2	14	9	6	10	32	20	12	7	3	1	2	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	2	1	0	2	2	3	1	0	1	0	0	1	0
373	544250	416250	1	0	1	0	2	0	0	2	1	0	1	0	2	4	2	2	2	1	2	2	1	3	7	3	7	8	23	34	12	6	5	2	2	4	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0	2	1	0	1	0	0	0	0
374	544250	416750	0	0	0	0	3	3	1	1	0	0	1	2	1	5	4	4	2	0	2	0	2	3	5	3	5	6	26	32	16	12	7	1	4	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	1	1	0	4	3	0	1	0	0	0	0
375	544250	417250	1	0	0	0	2	1	0	0	0	2	1	0	1	1	2	2	1	0	1	0	0	2	0	0	1	1	11	12	14	3	8	6	4	7	3	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	5	2	0	2	1	1	3	1	0	0	1	1	1	1
376	544250	417750	0	1	0	0	3	1	1	0	1	0	1	1	0	1	1	0	0	0	1	3	1	0	1	0	0	1	2	10	12	8	4	1	4	8	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	2	0	1	0	0	0	2	0	0	1	0	0	0
377	544250	418250	0	0	0	0	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	3	3	1	2	1	8	4	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	2	0	0	0	1	0	1	0	0	0	2	1
378	544250	418750	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	4	2	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
379	544250	419250	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
380	544250	419750	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
381	544750	410250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
382	544750	410750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
383	544750	411250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
384	544750	411750	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
385	544750	412250	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
386	544750	412750	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
387	544750	413250	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	3	0	0	0	0	1	0	1	4	3	2	2	1	2	3	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
388	544750	413750	1	0	2	0	0	1	0	0	0	0	1	1	1	0	3	1	0	0	1	2	0	4	3	5	2	2	1	0	2	1	1	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	2	0	1	0	1	0
389	544750	414250	0	1	1	1	0	1	0	1	2	0	0	1	0	0	2	0	2	2	2	2	2	3	1	2	3	2	5	1	2	2	4	2	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0
390	544750	414750	1	0	0	0	0	2	2	0	0	1	1	1	0	0	1	1	0	1	3	0	1	3	4	5	0	2	5	4	3	5	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	1	0
391	544750	415250	1	0	0	0	3	0	0	0	0	1	0	2	0	1	1	1	1	0	2	5	3	2	4	4	3	4	3	7	2	8	2	3	3	2	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0
392	544750	415750	1	1	0	0	0	2	2	0	1	1	0	1	1	2	3	0	1	0	3	1	1	0	2	4	2	3	15	12	11	12	2	1	4	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	1	2	1	3	2	2	0	0	0	0	1	0
393	544750	416250	0	0	0	0	0	1	1	0	0	0	2	1	1	2	2	1	1	1	2	1	2	4	0	3	3	4	14	17	11	9	2	3	1	2	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	1	2	1	3	2	0	0	0	0	0
394	544750	416750	1	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	2	0	2	2	2	1	14	11	11	9	4	6	8	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	3	1	4	1	0	0	0	2	0
395	544750	417250	1	0	0	0	0	0	0	0	3	0	0	1	1	1	0	0	0	0	1	0	0	1	1	3	0	2	6	7	3	6	5	3	4	5	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	1	1	2	0	1	1	0	1	2	2	0
396	544750	417750	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	6	1	5	4	4	6	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	1	0	0	2	3	1	0	0	0	3	0
397	544750	418250	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	2	1	0	5	6	3	1	1	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
398	544750	418750	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	3	1	3	3	3	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	1	0	2	1	0	1	1	0	0	1	1	0	0	0
399	544750	419250	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
400	544750	419750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
